Name
Fikri
Filali
Fouad
Freij
Gaber
Gad
Galal
Gamal
Gamil
Geagea
Gemayel
Ghalayini
Ghandour
Ghanem
Ghazal
Ghorayeb
Ghosn
Gomaa
Gouda
Guessous
Habib
Hachem
Hachimi
Haddad
Hafez
Hafid
Hafidi
Hage
Haidar
Haider
Hajj
Hajjar
Hajji
Hakim
Halabi
Hamad
Hamada
Hamadeh
Hamdallah
Hamdan
Hamdaoui
Hamdi
Hamdy
Hamed
Hameed
Hamid
Hammad
Hammoud
Hamza
Hanafy
Hanane
Haniyya
Hanna
Hanun
Hany
Harb
Hasan
Hashem
Hashim
Hashmi
Hassan
Hassani
Hassoun
Hayat
Hayek
Hegazy
Helal
Helmy
Helou
Hesham
Hicham
Hijazi
Hilali
Hillis
Hilmi
Hizbun
Hosny
Hossain
Hossam
Housni
Husain
Husayni
Hussain
Hussein
Hussien
Ibrahim
Idrissi
Imane
Imran
Iqbal
Islam
Ismail
Ismaili
Issa
Itani
Jaafar
Jabari
Jabbour
Jaber
Jabri
Jacob
Jain
Jalal
Jamal
Jammal
Jaraf
Jarrar
Javed
Jawwad
Jayyusi
Joy
Jughan
Kabbaj
Kader
Kadiri
Kafarna
Kamal
Kamel
Kanaan
Kanan
Kandil
Karaja
Karam
Karim
Karimi
Kassab
Kassem
Kassis
Kazi
Kettani
Keyrouz
Kfoury
Khadija
Khairallah
Khairy
Khalaf
Khaled
Khalid
Khalidi
Khalifa
Khalife
Khalifeh
Khalil
Khan
Khatib
Khattab
Khoury
Koshy
Kotb
Krishnan
Kurian
Labib
Lahham
Lahlou
Lahoud
Lamrani
Lazrak
Lobo
Lotfi
Lotfy
Loukili
Maalouf
Madhun
Madi
Magdy
Mahdy
Maher
Mahmood
Mahmoud
Majayda
Majeed
Makhoul
Malki
Mamar
Mamdouh
Mani
Mansour
Mansouri
Mansur
Maroc
Maroun
Masood
Masri
Massoud
Matar
Matta
Mattar
Medhat
Mehdi
Mehmood
Mekouar
Menon
Merheb
Merhi
Messaoudi
Metwally
Mezher
Mhanna
Milhem
Mir
Mirza
Mohamed
Mohammad
Mohammed
Mohan
Mohiuddin
Mohsen
Mokhtar
Morsy
Mostafa
Mouawad
Moubarak
Moukarzel
Mounir
Mourad
Mousa
Moussa
Moussaoui
Moustafa
Mrad
Mughani
Muhammad
Muhtasib
Mulla
Musleh
Mustafa
Mustapha
Naaji
Nabil
Nabulsi
Naciri
Nadeem
Nader
Nagi
Naguib
Nagy
Nahas
Naim
Nair
Nait
Najem
Naji
Najjar
Najm
Nakhle
Narayanan
Nashashibi
Nasir
Nasr
Nasrallah
Nassar
Nasser
Nassif
Nassiri
Natshi
Nawaz
Negm
Nehme
Nejem
Nimr
Nohra
Noor
Noronha
Nour
Nouri
Nusayba
Obeid
Omar
Omari
Omer
Omran
Oommen
Osama
Osman
Othman
Ouazzani
Panchal
Parkar
Pasha
Patel
Pereira
Philip
Pillai
Pinto
Prasad
Qadir
Qasim
Qawasma
Qureshi
Raad
Raafat
Rabie
Rachid
Rachidi
Radi
Radwan
Ragab
Rahal
Rahman
Rahme
Rahmouni
Rais
Raj
Rajan
Raji
Raju
Ramadan
Rami
Ramzy
Rana
Rao
Rashad
Rashed
Rasheed
Rashid
Rayyan
Raza
Reda
Reddy
Refaat
Regragui
Rehman
Reyyes
Riaz
Rifai
Rishmawi
Rizk
Rizkallah
Rochdi
Sa
Saab
Saad
Saade
Saadeh
Saadi
Saba
Sabbagh
Saber
Sabir
Sabra
Sabri
Sabry
Sadek
Sadik
Sadiq
Saeed
Safi
Safwat
Said
Saidi
Saied
Sakr
Salah
Salama
Salameh
Saleem
Saleh
Salem
Salhi
Saliba
Salim
Sallam
Salloum
Salman
Salmi
Sam
Samaha
Samana
Samara
Sami
Samir
Samuel
Samy
Saqqaf
Sara
Sarkis
Sarl
Sassine
Saud
Saudi
Sawaya
Sayed
Sayegh
Sbai
Sebastian
Sebti
Seif
Sekkat
Selim
Semaan
Semlali
Senhaji
Sequeira
Sfeir
Shaaban
Shaban
Shaheen
Shahid
Shahin
Shahwan
Shahzad
Shaik
Shaikh
Shaker
Shalaby
Shami
Shaqa
Sharaf
Shareef
Sharif
Shawky
Shawwa
Shawwaf
Shehata
Sheikh
Sherif
Shetty
Siddique
Siddiqui
Simhan
Simo
Sinno
Slaoui
Sleiman
Slimani
Sobhy
Soliman
Soussi
Sulaiman
Suliman
Sultan
Suwayti
Syed
Taamra
Tabet
Taha
Taher
Tahiri
Tahri
Talaat
Talbi
Taleb
Tamimi
Tannous
Tarek
Tarik
Tawfeek
Tawfik
Tawfiq
Tawil
Tawk
Tazi
Tohme
Touil
Touma
Touzani
Tuqan
Uddin
Ullah
Uraqat
Varghese
Varughese
Vaz
Wagdy
Wahba
Wahbi
Waheed
Wakim
Wehbe
Yaacoub
Yahya
Yammine
Yaseen
Yassin
Yassine
Yazbeck
Yehia
Younes
Yousef
Yousfi
Yousif
Yousry
Youssef
Yousuf
Zafar
Zahran
Zakaria
Zaki
Zaky
Zaman
Zayed
Zeidan
Zein
Zgheib
Ziani
Zidan
Zine
Ziyada
Abadi
Abboud
Almasi
Amari
Antar
Antoun
Arian
Asfour
Asghar
Asker
Aswad
Atiyeh
Attia
Awad
Baba
Bahar
Basara
Baz
Bishara
Bitar
Botros
Boulos
Boutros
Cham
Dagher
Daher
Deeb
Essa
Fakhoury
Ganem
Ganim
Gerges
Ghannam
Guirguis
Hadad
Haddad
Haik
Hajjar
Hakimi
Halabi
Hanania
Handal
Harb
Isa
Issa
Kalb
Kanaan
Kassab
Kassis
Kattan
Khouri
Khoury
Kouri
Koury
Maalouf
Maloof
Malouf
Maroun
Masih
Mifsud
Mikhail
Moghadam
Morcos
Nader
Nahas
Naifeh
Najjar
Naser
Nassar
Nazari
Pagination
Quraishi
Qureshi
Rahal
Rahal
Sabbag
Sabbagh
Safar
Said
Salib
Saliba
Samaha
Sarraf
Sayegh
Seif
Shadid
Shalhoub
Shammas
Shamon
Shamoon
Shamoun
Sleiman
Tahan
Tannous
Toma
Totah
Touma
Tuma
Wasem
Zogby
Almasaafa
Ash-Shimmiri
Fadl-Lallah
Hafnaawi
Hasanen
Gaayid
Ad-Dawsari
Khalaaylah
Ba-Abbud
Kaadhim
Ar-Ramlaawi
Buzyaan
Alkhuuri
Binsaaid
Albashir
Alalawi
Lydrisi
Mahdi
Farghali
Shanab
Ash-Shaybaani
Alharbi
Albalaawnah
Budarbaala
Alheeti
Al-Hanaei
Alhimsi
Albalushy
Alqalyuubi
Aldaw
Mallasi
Alaskari
Alfazzaani
Adh-Dhiyaabat
Alkabbaashi
Alajami
Ash-Sharraah
Alqallaaf
Aljelaani
Al-Akhras
Al-Baluushi
Al-Mahruuqi
An-Naggaar
Almajeed
Awamla
Haj-Ju
Al-Labaabidi
Yahia
Tijaani
At-Tireki
Abaza
Abou
Hamed
Abu
Shakra
Akil
Akwal
Al-Amri
Al-Dalharni
Al-Daye
Al-Deayea
Al-Dossadi
Al-Dossari
Al-Dwairan
Al-Farran
Al-Habash
Al-Halou
Al-Hardi
Al-Jaber
Al-Jaber
Al-Jahni
Al-Khlaiwi
Al-Mawalhad
Al-Mehalel
Al-Mowaled
Al-Mubi
Al-Mukhtar
Al-Mutadee
Al-Muwalid
Al-Nubi
Al-Owairan
Al-Sabah
Al-Sahaf
Al-Shahrani
Al-Shammari
Alam
Al-Asmari
Al-Dosari
Al-Fayyoumi
Algosaubi
Al-Jaber
Al-Jahani
Al-Jurr
Al-Karachi
Alkhaiwani
Al-Masaari
Al-Mehalel
Al-Razi
Al-Sahhah
Al-Sharani
Al-Temiyat
Al-Thynniyan
Al-Zeid
Alzeshi
Amer
Amin
Andoni
Anwar
Asir
Atef
Ba'albaki
Bahamdan
Bakahasab
Baraniq
Billah
Bin
Haji
Doka
Elouahabu
Faraj
Farrakhan
Hijaz
Ismail
Kanasani
Madani
Madari
Maro
Raboud
Rostom
Saleh
Shia-Agil
Shouaa
Siham
Solaimani
Somayli
Sulimani
Surur
TaAnari
Zuabi
Zubromawi
Abdul-Hafeez
Kardar
Abdul-Qadir
Abid
Ali
Afaq
Hussain
Aftab
Gul
Alim-Ud-Din
Amir
Elahi
Arif
Asad
Khan
Asif
Ahmed
Asif
Iqbal
Asif
Masood
Atta-Ur-Rahman
Azmat
Rana
Dilawar
Hussain
Fakir
Syed
Aizazuddin
Fasihuddin
Fazal-Mahmood
Fida
Hussain
Ghazali-Ghulam
Abbas-Ghulam
Mahomed
Gul-Mahomed
Hafeez
Hanif
Mohammad
Haseeb
Ahsan
Ijaz
Ahmed
Ijaz
Butt
Ikram
Elahi
Imran
Khan
Imtiaz
Ahmed
Inshan
Ali
Intikhab
Ali
Inzamam-Al-Haq
Jahangir
Khan
Javed
Akhtar
Javed
Miandad
Salam-Ud-Din
Karim
Ibadulla
Khalid
Khalid
Wazir
Khan
Mohammad
Mahmood
Hussain
Mahomed
Nissar
Majid
Jahangir
Khan
Maqsood
Ahmed-Mohammad
Aslam-Mohammad
Farooq
Mohsin
Kamal
Nazar
Mulla
Mushtaq
Ali
Mushtaq-Bin-Mohammad
Nasim-Ul-Ghani
Naushad-Ali
Niaz
Ahmed
Pervej
Sajjad
Raza
Hussain
Nasir
Ali-Sadiq
Saeed-Ahmed
Salahuddin
Salim
Altaf
Salim
Malik
Sarfraz
Nawaz
Shafquat
Husain
Shafquat
Rana
Al-Shahid-Mahmood
Shakoor
Ahmed-Shoiab
Shuja-Ud-Din
Waqar
Ahmed
Waqar
Waqar
Younis
Wasim
Akram
Wasim
Bari
Wazir
Ahmed-Zaheer
Abbas
Abedzadeh
Abelzada
Afnan
Ahrari
Akhlaqi
Ala
Alam
Al-Bin-Doleh
Ameri
Amini
Amir
Amirsadeghi
Ammini
Amouzegar
Amuzgar
Ansari
Al-Ansar
Anvari
Ardabili
Arfa
Armanjani
Asgapur
Ashrafy
Avarigan
Awji
Azizi
Al-Bin-Bagheri
Bahonar-Bin-Laden
Bakhtavar
Bakhtiar
Bani-Sadr
Baraheri
Bazargan
Al-Bihmardi
Daei
Dalvand
Dastghayb
Davisadr
Dhabihiyan
Diba
Dihmubidi
Dihqani
Dulabi
Ebtehaj
Eftekhari
Estili
Estilidaei
Ettehadieh
Fahandizh
Fatemi
Forrughi
Gaffari
Garoussi
Ghatary
Al-Rhul-Ghias
Ghurani
Habibi
Hami
Haqiqat
Haqiqatju
Hejazi
Hisami
Homayoun
Hoveyda
Hushmand
Imami
Iravan-Bin-Mahood
Ishraqi
Izadi
Jafari
Jahanpur
Jalili
Javadi
Jayhoon-Ahmed
Karbaschi
Kazemi
Kazimi
Keshuapad
Khadim
Khakpour
Khamenei
Khandil
Khani
Khanlary
Khatami
Khomeini
Khushkhu
Khuzayn
Kordiyeh
Madari
Mahallati-Al-Bin
Mahdavi-Kia
Mahmudi
Mahmudnizhad
Majidi
Mansur
Maradi
Mazlum
Mehani
Mehr
Meshkat
Mihdizadih
Minavand
Misbahi
Moham
Mossadegh
Moullai
Mualimi
Muhammadi
Mu'ini
Mumtaz
Mumtazi
Muqimi
Musavi
Mutlaq
Na'imi
Najafi
Nakisa
Nasiri
Nazari
Nemazi
Nezam
Nirumand
Norouzi
Nouri
Pahlavi
Pakravan
Pashazadeh
Qashqai
Qazai
Qoli
Rabani
Radji
Rafigdoost
Rahimi
Rawhani
Razmara
Reyahni
Roohizadegan
Sabbah
Sabet
Sabiri
Sadiqi
Salimpour
Sanjabi
Shafaq
Shahriar
Shahy
Shariat-Bin-Laden
Shariati
Sharudi
Shirazi
Siyavushi
Sotoudeh
Sumech
Tabatabai-Al-Rhul
Shah
Talaqani
Al-Talavi
Talebi
Al-Taleqani
Vafa'i
Vahdat
Yaldai
Al-Yaldai
Yaqtin
Al-Ul-Yazdi
Zahed
Zahedi
Za'irpur
Zanjani
Zarincheh
Ziya-Al-Ghulam
